,feature,median,fold0,fold1,fold2,fold3,fold4
123,Hilbert_mean,53601.73140525818,30247.305044174194,112069.7424993515,46986.316915512085,92555.26083660126,60217.14589500427
63,kurtosis_first_50000,53539.90296411514,63432.22311115265,43647.58281707764,27797.435342788696,65116.00330066681,89870.58671188354
134,av_change_rate_roll_std_10,53010.19717788696,55094.1182308197,50926.27612495422,0.0,73519.49770736694,95921.27927398682
183,min_roll_mean_1000,52771.35079622269,74993.16530227661,9892.49929523468,61932.94200706482,47153.07360172272,55827.93926334381
99,Imax_last_5000,52272.70089197159,58980.03210926056,50036.92381954193,103931.14224815369,0.0,10373.401412963867
177,av_change_abs_roll_std_1000,51151.76189517975,82760.03005218506,51151.76189517975,735.0973014831543,8863.546776771545,69962.34007835388
59,mad_first_50000,50814.516497612,50814.516497612,72241.04169273376,5868.112880706787,82203.36003112793,38423.13979911804
9,mean_change_rate,50585.223361849785,68477.93647289276,33838.099018096924,4800.574243545532,67131.91309642792,73986.93601226807
70,skew_last_10000,50530.19861650467,56187.45331573486,46836.840129852295,70841.9599685669,0.0,49548.25051021576
44,std_last_50000,50456.33416867256,31793.03186225891,56677.43493747711,103523.50715255737,44012.39708995819,70192.66062068939
140,q01_roll_mean_10,50024.50193023682,44116.2748298645,5850.774788856506,55932.72903060913,80723.3332862854,134003.07747268677
62,mad_last_10000,50019.23707532883,64186.830817222595,36010.24806690216,100374.96712875366,33154.287205696106,49939.934708595276
2,max,50007.60275554657,28565.684678077698,68880.55951976776,89356.96592712402,50007.60275554657,49433.09038734436
176,q99_roll_std_1000,49680.99041080475,49680.99041080475,237.62989902496338,52213.19107055664,88702.94195842743,44837.8457365036
175,q95_roll_std_1000,49279.543325424194,78253.25161933899,1618.8950939178467,49279.543325424194,51158.43227100372,37000.631541252136
132,q99_roll_std_10,48875.7438955307,21714.123113632202,38362.96982192993,59388.51796913147,60961.35805130005,101651.4503068924
83,Imean,47912.985881567,71342.68353843689,39026.17335605621,50875.25672340393,4933.472780227661,63784.69690704346
85,Imax,47822.63932418823,49012.36717796326,891.2925090789795,47822.63932418823,74769.69721794128,44880.90593242645
50,max_last_10000,47753.313568115234,32496.78201675415,108520.89965057373,47753.313568115234,74260.61429023743,45358.4698638916
69,skew_first_10000,47596.474759459496,134002.31384944916,3899.8082065582275,33714.1616859436,104128.2203207016,44835.2902135849
144,av_change_abs_roll_mean_10,47015.59187412262,124251.46480178833,175.56659698486328,2682.881893157959,61626.87660121918,115579.73223781586
39,avg_first_50000,46906.07753562927,68092.6844367981,36534.852586746216,72115.67229270935,41498.38655948639,3918.1191120147705
18,abs_median,46787.89032077789,2917.928400039673,120685.25849628448,33613.41402244568,73758.19469547272,59962.36661911011
61,mad_first_10000,46400.13173246384,38855.936950683594,139225.88559150696,69032.71607780457,1515.9748058319092,1770.0373010635376
181,std_roll_mean_1000,46251.2420296669,103523.44407653809,921.7467050552368,8018.232292175293,62612.50689411163,101549.83766460419
185,q05_roll_mean_1000,46069.731984615326,34594.15553665161,164825.2326850891,77084.77180099487,36300.00030040741,2421.332510948181
153,q95_roll_std_100,45961.348568439484,31420.74393939972,68593.12965488434,191229.8903503418,39936.800166130066,41915.76033973694
5,mad,45802.09641170502,11847.188478469849,74797.16512775421,5490693.727075577,45802.09641170502,10574.363180160522
42,avg_last_10000,45778.94316005707,119925.49425411224,45778.94316005707,29084.804969787598,13767.641427993774,58322.29235458374
19,mean_change_abs,45702.01052761078,45702.01052761078,116188.64250850677,44190.04599380493,36379.50426006317,51724.50632953644
161,min_roll_mean_100,44961.138007164,44961.138007164,145452.17972660065,30864.020086288452,43211.251205444336,52619.2943983078
139,min_roll_mean_10,44702.27875328064,36372.161573410034,47478.984479904175,78373.68101501465,390.05870246887207,109965.87275791168
60,mad_last_50000,44652.33624744415,63595.16553211212,38771.58100891113,54175.85076522827,42830.9566078186,9634.17447757721
100,Imax_last_15000,44470.93178462982,55515.46614074707,44470.93178462982,30579.83274078369,7830.211940765381,66711.95302295685
186,q95_roll_mean_1000,44443.84853744507,44443.84853744507,58141.35597038269,29848.70294189453,9112.577434539795,80461.64560890198
142,q95_roll_mean_10,43884.39740872383,27666.195350646973,67388.07567119598,167233.8014907837,40241.659306526184,33953.33124446869
65,kurtosis_first_10000,42999.566599845886,64430.911452293396,42999.566599845886,28906.732679367065,68395.54267597198,192.36980056762695
105,classic_sta_lta1_mean,42873.4745374918,62171.116797447205,4944.819416046143,63991.35031890869,39118.61147689819,6296.897220611572
101,Imin_last_5000,42691.121185302734,62059.87919330597,8326.346189498901,42691.121185302734,154095.84760951996,477.3184051513672
155,av_change_abs_roll_std_100,42515.71928477287,64706.42127132416,39903.0282201767,43386.61630630493,675.839298248291,123113.47235393524
159,std_roll_mean_100,42440.754407286644,96787.91821575165,0.0,78914.80655097961,3361.4547061920166,21227.12598514557
54,min_last_10000,42308.88045549393,33164.59539413452,51453.16551685333,8127.4125900268555,71663.1156873703,77001.59910678864
173,q01_roll_std_1000,42102.55734038353,106756.50750541687,30207.129955291748,54617.71569824219,11372.649716377258,1737.2898921966553
167,av_change_rate_roll_mean_100,41477.39698600769,41477.39698600769,88261.04373168945,4820.629804611206,894.8582954406738,104845.18423557281
104,abs_trend,41307.940969228745,43795.13827037811,40478.875202178955,47723.038608551025,269.85670471191406,660.361403465271
64,kurtosis_last_50000,41097.89651167393,46969.0245847702,659.6757049560547,48132.23392486572,4515.230291366577,104880.20574092865
41,avg_first_10000,41061.89037036896,74593.59652233124,63656.96936607361,0.0,0.0,18466.811374664307
48,max_last_50000,40868.56262588501,45915.555349349976,137851.41543388367,29615.766275405884,35821.569902420044,9332.445617675781
156,av_change_rate_roll_std_100,40853.20572566986,44820.48394584656,353.2092990875244,36885.927505493164,73789.17399597168,74842.87051010132
109,Moving_average_700_mean,40448.69338178635,5387.806711196899,2444543.7956552505,117553.91834831238,13929.674457550049,19426.524233818054
87,Rmean_last_5000,40447.36760735512,80456.57226753235,13341.837096214294,37161.08538246155,51613.746956825256,42200.049456596375
150,min_roll_std_100,40236.000907063484,133618.5782365799,11582.07873916626,5203.101314544678,41276.317885398865,64317.50556278229
52,min_last_50000,39721.83582878113,37512.10799789429,114184.32988262177,1163.2564067840576,41931.56365966797,160448.37602615356
94,Rmin_last_15000,39189.56345653534,4060.413890838623,91227.66581726074,900.7883968353271,86383.11421203613,74318.71302223206
166,av_change_abs_roll_mean_100,39146.407645225525,132125.21703243256,39146.407645225525,10233.336996078491,3779.505205154419,79226.10445785522
122,MA_1000MA_std_mean,38763.60385799408,4546.507894515991,54570.80253505707,38964.56689071655,38763.60385799408,6023.752184867859
80,Rstd,38408.94840860367,33632.51011276245,81633.52389621735,40001.09450721741,6565.293075561523,97514.90110301971
97,Istd_last_5000,38321.78572809696,106148.26383113861,26553.569363594055,2031.434003829956,78605.32574367523,36829.720816612244
92,Rmax_last_15000,38084.67203330994,67714.34867095947,38084.67203330994,278.7039985656738,5130.143007278442,107937.02835178375
79,Rmean,36964.145562171936,70593.91207504272,53159.574315071106,12590.195993423462,1489.436191558838,20768.716809272766
45,std_first_10000,36254.49838399887,52039.88841152191,102181.7262430191,20469.10835647583,87.60200119018555,0.0
178,av_change_rate_roll_std_1000,36233.38543510437,52109.675956726074,59505.822998046875,20357.094913482666,2050.6635036468506,0.0
40,avg_last_50000,36158.29971885681,53034.52994918823,75713.50857448578,19282.06948852539,3938.5220975875854,13540.792476654053
67,skew_first_50000,35869.570981025696,73783.10194969177,56858.469787597656,14880.672174453735,250.99319744110107,0.0
7,skew,35553.23268055916,92996.58505439758,13995.99099445343,31904.879398345947,95284.26378154755,145.95849609375
53,min_first_10000,34792.448709487915,34792.448709487915,97278.17513179779,28.81559944152832,127532.57687282562,2651.630802154541
164,q95_roll_mean_100,34625.43323802948,44840.92140007019,34625.43323802948,28900.703317642212,2223.645492553711,80100.75591564178
172,min_roll_std_1000,34333.23061800003,116049.82657623291,8663.027610778809,26436.003061294556,117252.83389472961,1436.8045024871826
71,median_first_50000,34225.99408531189,509.1133003234863,55012.04402923584,36318.48121833801,32133.506952285767,64392.099232673645
151,q01_roll_std_100,34121.530824661255,109934.7440958023,0.0,34121.530824661255,7295.3597240448,116002.94682884216
165,q99_roll_mean_100,33887.82930660248,57627.86309051514,52299.359627723694,1635.858880996704,15476.298985481262,1022.5837097167969
130,q05_roll_std_10,33749.652994155884,7177411.157803535,38631.57857608795,20905.4624042511,28867.727412223816,14346.165021896362
78,mean_change_rate_last_10000,32893.286138534546,89289.54459190369,14770.623785972595,32893.286138534546,352.41590118408203,73637.58290672302
34,abs_q05,30606.686697006226,700.6402072906494,63614.02021026611,40575.36886024475,4832.6722049713135,163024.86287403107
88,Rmean_last_15000,30296.801478385925,96997.47996044159,52152.57162857056,8441.031328201294,3374.957996368408,220.53319931030273
28,q001,30108.043298244476,9058.708797454834,44673.30119419098,15542.785402297974,94989.61528396606,90247.36158561707
4,sum,29873.55309152603,3209.2857036590576,44438.12146568298,31585.430168151855,28161.676014900208,85366.37294769287
102,Imin_last_15000,29160.213438034058,51674.990589141846,77002.87453651428,2856.3979892730713,0.0,6645.4362869262695
158,ave_roll_mean_100,28962.2292304039,74.777099609375,48542.01286315918,37656.44575500488,20268.012705802917,5585424.537649155
124,Hann_window_mean,28664.129697799683,131.34059524536133,66680.07045650482,38175.05939865112,82.80009841918945,62592.345757484436
93,Rmin_last_5000,28646.92702770233,105503.38147735596,20612.00579071045,2606.4871978759766,62703.56057167053,6552.502503395081
160,max_roll_mean_100,28373.205575466156,53332.49836540222,54137.43213748932,0.0,1014.4174060821533,3413.9127855300903
126,std_roll_std_10,27945.071258544922,18373.3118724823,5831.986310958862,44337.33978652954,73399.69012641907,37516.830644607544
103,trend,27817.364524126053,62578.96993637085,5916.527222633362,2323.3500118255615,162583.34515571594,37031.72295284271
168,abs_max_roll_mean_100,27795.724730968475,6057.380374908447,31822.353602409363,23769.095859527588,76797.06364059448,32101.72726249695
82,Rmin,26769.812222242355,49756.75014305115,981.5449934005737,87148.54730796814,16222.06183719635,4495.781702041626
115,exp_Moving_average_30000_mean,26576.870475769043,15322.254985809326,53258.51153373718,19814.82942199707,36875.30772590637,33338.911529541016
30,ave10,26155.080028176308,35538.65727710724,5475.695607185364,15773.676919937134,75975.65870761871,171073.60177612305
98,Istd_last_15000,25785.833963871002,2312.824903488159,579.842695236206,87723.64099884033,49258.843024253845,190889.777258873
174,q05_roll_std_1000,25389.071609973907,905031.3515777588,25575.700964927673,20670.48484992981,25202.44225502014,12202.567816734314
1,std,24979.125390052795,9062.637470245361,40895.61330986023,140.7499008178711,115283.65343666077,173970.50437927246
154,q99_roll_std_100,24601.409920692444,25834.145382881165,56326.360295295715,1827.9572105407715,10067.314030647278,23368.674458503723
157,abs_max_roll_std_100,24289.80808520317,2580.8113899230957,39345.40889835358,97870.56268692017,9211.135103225708,27616.506026268005
17,abs_skew,24017.75824356079,24017.75824356079,6221.263695716858,194974.1533985138,62066.72655391693,13630.038806915283
6,kurtosis,24006.95950436592,24207.69199371338,23404.762036323547,53771.157583236694,16479.726400375366,34653.3218793869
76,mean_change_rate_last_50000,24001.005925655365,76147.89475631714,0.0,703.4354991912842,28613.320412635803,99113.06583118439
170,std_roll_std_1000,23922.88161468506,6807.7075843811035,52864.405685424805,23922.88161468506,1797039.5781488419,8947.092503547668
37,abs_iqr,23814.888102054596,7446.512969970703,107535.67652606964,17299.537435531616,30330.238768577576,133903.5188293457
163,q05_roll_mean_100,23764.853963017464,60875.45604610443,6725.508090019226,2183.6164951324463,6849565.907542229,28948.089869499207
148,std_roll_std_100,23636.678787231445,4530.276702880859,3680.3023109436035,42743.08087158203,93500.40176391602,129274.21309280396
137,std_roll_mean_10,23176.6883187294,16117.130025863647,107586.54867362976,25529.87441635132,15339.883246421814,118411.76723480225
118,MA_400MA_BB_low_mean,23131.886852264404,23131.886852264404,8146.5390157699585,31350.00588798523,46636.70990943909,13679.072114944458
112,Moving_average_6000_mean,22955.73647594452,16409.734241485596,27914.26410484314,17997.2088470459,48159.20832633972,36644.290358543396
72,median_last_50000,22662.35051059723,691.4372940063477,48088.78214454651,42473.587228775024,4372.794998168945,23742.188759803772
84,Istd,22044.62753343582,3701.414596557617,66252.07017993927,961.6782093048096,57890.674129486084,40387.840470314026
110,Moving_average_1500_mean,21981.4481883049,3599.0841159820557,48450.85254096985,42737.18606376648,20794.761286735535,4326.123092651367
89,Rstd_last_5000,21969.97030544281,205831.17976760864,27037.59050178528,1692.381097793579,16902.35010910034,16229.22768497467
3,min,21792.707045793533,22786.431034088135,21461.465716362,61704.801694869995,17202.602318763733,8621.975429534912
190,abs_max_roll_mean_1000,21370.296247005463,9604.473226547241,114.14999961853027,43415.44535064697,1153970.5773849487,33136.119267463684
120,MA_700MA_BB_high_mean,21255.13645553589,8776.139322280884,21255.13645553589,30235.85687828064,51065.935196876526,159.081298828125
14,abs_sum,21223.925855636597,3169.4890880584717,61825.4354391098,48166.959299087524,16779.627517700195,1543.6319093704224
73,median_first_10000,21036.802493095398,548.8682041168213,60972.905685424805,44846.5899143219,5399.379995346069,19375.875926971436
117,MA_400MA_BB_high_mean,21015.691230773926,21015.691230773926,5181.177894592285,24647.11510658264,164348.1813249588,17581.483989715576
111,Moving_average_3000_mean,20968.918201446533,9481.723201751709,20968.918201446533,54225.26537895203,29868.489859580994,15700.903679847717
86,Imin,20805.769570350647,14794.829080581665,26816.71006011963,8639.535823822021,52273.408288002014,54678.05283164978
57,sum_first_10000,20715.27601480484,8799.108745574951,17804.34579372406,23626.20623588562,41468.93351364136,51725.75161743164
138,max_roll_mean_10,20631.291810035706,23441.6741771698,12200.144708633423,92087.09192466736,359.5040988922119,125680.54264450073
58,sum_last_10000,20470.055090904236,9155.075992584229,31785.034189224243,1900.9881954193115,41270.64890003204,96476.84019184113
107,classic_sta_lta3_mean,20459.120158672333,83856.09951019287,13302.810293197632,6160.929313659668,69021.20566749573,2283.9179067611694
116,MA_400MA_std_mean,20439.692128658295,6749.491006851196,25003.092502593994,99991.72501754761,3189.5999145507812,110412.00715065002
149,max_roll_std_100,20102.969505786896,25407.961186408997,4773.773693084717,14797.977825164795,46357.214195251465,68015.81518173218
11,abs_std,20083.41386938095,7864.498098373413,23649.736329078674,16517.091409683228,35692.049120903015,43390.092997550964
121,MA_700MA_BB_low_mean,19937.000745773315,18611.5589761734,21262.44251537323,5454.4175090789795,99949.43138027191,22376.524393081665
29,iqr,19918.900182962418,5181.520612716675,30649.80291080475,149696.89958763123,1804.6468133926392,21922.138604164124
114,exp_Moving_average_3000_mean,19523.468984127045,6242.060579299927,6900.435696601868,32146.50227165222,57475.46743774414,42322.834157943726
20,max_to_min,19408.40375137329,83571.840883255,10850.037424087524,8089.289794921875,19408.40375137329,24757.874704360962
12,abs_max,19365.88203048706,13480.619188308716,76886.44217586517,21116.25786781311,17615.50619316101,25130.11837863922
113,exp_Moving_average_300_mean,18764.488430976868,2964.123998641968,82530.82587051392,35025.25694465637,18534.286390304565,38.76839828491211
147,ave_roll_std_100,18659.277050971985,5064.257308959961,31129.74792957306,23190.950298309326,2859.853271484375,40677.43410682678
16,abs_kurtosis,18307.065049171448,18307.065049171448,30374.746874809265,4839.2665729522705,31568.19990348816,14863.97894859314
24,q99,17767.881617069244,3534.958885192871,30604.227268218994,36227.537576675415,17734.84172153473,17800.92151260376
125,ave_roll_std_10,17705.86869239807,17705.86869239807,692.4536952972412,50245.374921798706,63546.98332500458,4934.319922447205
15,abs_mad,17699.781081199646,23950.42316055298,17699.781081199646,1859.6984977722168,25706.125475883484,6218.9483823776245
171,max_roll_std_1000,17377.069032669067,25199.44380569458,6469.616596221924,18969.518075942993,5806.016805648804,53424.258091926575
23,q999,17310.467742443085,16747.861959457397,17873.073525428772,8365.567394256592,42684.67229557037,3300387.2207460403
127,max_roll_std_10,17087.566625595093,20402.793179512024,13772.340071678162,94.67049598693848,45767.47728252411,48456.089460372925
143,q99_roll_mean_10,16811.779319763184,16688.815161705017,18664.925075531006,7495.050807952881,16934.74347782135,29122.31083202362
36,abs_q001,16184.904627799988,0.0,77363.44205284119,54544.99273300171,5097.312889099121,3545.470630645752
189,av_change_rate_roll_mean_1000,15781.102689743042,15781.102689743042,184576.0046415329,7102.355690002441,23135.624634742737,2096.119789123535
146,abs_max_roll_mean_10,15645.782997131348,15645.782997131348,6855948.079267502,8028.7836990356445,94900.34378242493,224.0031032562256
35,abs_q01,14806.080408096313,0.0,16603.52589035034,13008.634925842285,43603.63967037201,39834.34879875183
119,MA_700MA_std_mean,14487.977746486664,5808.500188827515,217284.66479969025,14175.845705032349,14800.109787940979,34323.04241657257
141,q05_roll_mean_10,14097.55533695221,24292.725555419922,14097.55533695221,12907.596109390259,300.3189926147461,30861.65309047699
152,q05_roll_std_100,13101.791780471802,1869676.055809021,10405.590807914734,13101.791780471802,7972.919305801392,96295.77128696442
188,av_change_abs_roll_mean_1000,10825.246359467506,75488.46527957916,0.0,351.2753963470459,19534.830808639526,2602.738700866699
31,abs_q999,10812.82772397995,10280.779739379883,2572.3849878311157,3492360.0080890656,151347.7300043106,11344.875708580017
49,max_first_10000,10487.634384989738,34543.268401145935,3432.290901184082,8226.301113128662,46419.18525981903,7827.731191635132
13,abs_min,8026.83265209198,0.0,9273.019403457642,6780.645900726318,67157.92938899994,73993.58578968048
162,q01_roll_mean_100,7646.842577934265,38695.506028175354,4338.724010467529,3075.204704284668,7646.842577934265,925457.5582904816
106,classic_sta_lta2_mean,7338.6260986328125,85526.3949098587,2303.796399116516,7338.6260986328125,1873.4902992248535,78289.03311443329
179,abs_max_roll_std_1000,6585.244170188904,2311.610610961914,9131.191438674927,4039.296901702881,63249.21922206879,82322.09584522247
55,sum_first_50000,6124.738694190979,6200.373596191406,6049.103792190552,2844.145212173462,61793.119139671326,70135.4979057312
27,q01,6064.021832942963,1731.497184753418,81330.54472255707,19061.595777511597,363.05049896240234,570.3946056365967
90,Rstd_last_15000,6029.919677734375,6029.919677734375,159300.4865951538,5517.696111679077,61862.14799594879,3349.2318964004517
169,ave_roll_std_1000,5551.600338935852,404.6196002960205,85367.49157524109,227.3351993560791,16635.782519340515,10698.581077575684
135,abs_max_roll_std_10,5546.734604358673,1794.6300945281982,38886.31994724274,6797.436107635498,2439.5389823913574,106042.97344779968
74,median_last_10000,5085.303172111511,454.54200172424316,188.7532024383545,64740.14900016785,9716.06434249878,22115.464968681335
33,abs_q95,4641.217773914337,2539.37020111084,8194.14730644226,28875.492362976074,3915.676794052124,293.1049995422363
180,ave_roll_mean_1000,2912.4154958724976,482.3242988586426,3325.769905090332,2499.061086654663,91834.32695198059,77866.30628681183
56,sum_last_50000,2812.296436548233,4186.424501419067,193.79910278320312,783.1244926452637,87244.2579421997,89909.95327186584
