,feature,median,fold0,fold1,fold2,fold3,fold4
54,Istd,35273.90359067917,6272.738315582275,67490.43163490295,31959.923374176025,57307.00390434265,38587.88380718231
13,mean_change_abs,34921.42122888565,51487.91262435913,6616.245800971985,10965.903354644775,63189.08776760101,52286.95536518097
94,q99_roll_std_10,34690.84443664551,22278.506722450256,0.0,115147.16622161865,47103.18215084076,50415.536028862
4,sum,34282.34380054474,3105.9073066711426,73586.63874053955,32702.32593536377,65076.78246879578,35862.36166572571
17,q999,34018.06949996948,13849.692607879639,173761.32645225525,34018.06949996948,47408.74052238464,22720.053720474243
152,abs_max_roll_mean_1000,33987.29927158356,10342.530420303345,33987.29927158356,142009.10602378845,171765.86527442932,1757.9990005493164
115,q95_roll_std_100,33963.42959725857,38815.34811115265,17809.773421287537,50687.07586860657,5151.487213134766,5690302.731765747
73,Moving_average_3000_mean,33661.75631904602,14296.262027740479,38172.01671791077,41103.8768825531,33661.75631904602,16716.249508857727
85,Hilbert_mean,33548.555810928345,49602.67852783203,5640.388496398926,10187.5269241333,109881.64594268799,66203.1714515686
74,Moving_average_6000_mean,33252.37468242645,19561.7287940979,33252.37468242645,76717.0576171875,7052368.751486778,7609.162205696106
34,std_last_50000,33048.36948299408,41403.99866485596,8058.155294418335,5559815.898263931,22845.535619735718,35043.73996734619
43,min_first_10000,32489.01869058609,43580.15663719177,9143.187890052795,21005.68316936493,61897.374318122864,51570.49862384796
44,min_last_10000,32214.607119083405,40451.299991607666,19965.353764533997,36509.90352630615,8844.329301834106,36061.43747711182
136,q05_roll_std_1000,31837.627804279327,878520.4797115326,27889.391004562378,22965.26189994812,35785.86460399628,6671.2047691345215
83,MA_700MA_BB_low_mean,31741.259311676025,21195.463508605957,31741.259311676025,216390.5159702301,190114.66000652313,23350.162892341614
24,ave10,31352.901028633118,37364.39233016968,29349.070594787598,74753.99797058105,26509.278429031372,12662.403093338013
78,MA_400MA_std_mean,30876.302019119263,6399.74450969696,30876.302019119263,48406.38039398193,39936.49843597412,384.5788993835449
105,q99_roll_mean_10,30787.076528549194,17970.04790210724,132249.04485988617,30787.076528549194,45092.07339668274,17832.50161266327
101,min_roll_mean_10,30213.802347183228,35770.764035224915,21836.9362783432,30213.802347183228,77712.89514732361,29175.423434257507
0,mean,29908.29875063896,28982.477138519287,32685.763586997986,84023.99087142944,6831.783069610596,20131.47627067566
104,q95_roll_mean_10,28506.005744457245,35575.32331085205,24021.793886184692,30000.743030548096,17707.98119544983,37144.22311878204
72,Moving_average_1500_mean,27731.839027881622,4990.4810962677,777.8278980255127,926201.8720932007,54635.094985961914,50473.196959495544
100,max_roll_mean_10,27676.66551399231,20144.23718070984,31925.65047264099,28053.875020980835,27299.456007003784,75364.14912509918
116,q99_roll_std_100,27581.744993686676,26380.82636642456,214873.0223417282,12435.378170013428,36208.17535305023,28782.66362094879
99,std_roll_mean_10,27529.345546722412,27529.345546722412,116782.4719877243,5037.3027992248535,6478.832406997681,107247.17745113373
39,max_first_10000,27264.800421714783,41748.06000709534,27264.800421714783,17592.283250808716,46006.3420791626,2538.773796081543
109,ave_roll_std_100,27255.551212072372,9445.51931476593,55541.39504623413,54090.73105239868,2892.4797859191895,22742.97724056244
147,q05_roll_mean_1000,27181.729016304016,36794.4887008667,6792.384207725525,41038.28678894043,18157.351011276245,26767.591506958008
3,min,26522.608246803284,23617.46012687683,6866832.384796143,27490.990953445435,2463.2129039764404,30349.903714179993
20,q05,26328.49724674225,1300.338996887207,62867.55528831482,45307.42107772827,21953.92544746399,29353.114456176758
139,av_change_abs_roll_std_1000,26185.96281349659,93177.15498447418,1464.158902168274,7558.665210723877,34418.79585170746,25298.304275512695
120,ave_roll_mean_100,25926.614163160324,103.92850112915039,70219.47696399689,73133.25007534027,5498.786994934082,16691.52559375763
133,max_roll_std_1000,25837.2148976326,22782.661901474,73906.1417093277,17288.561632156372,28891.7678937912,3178829.349234581
108,abs_max_roll_mean_10,25812.84322977066,18159.10572052002,24836.657382011414,26789.029077529907,1769902.7741298676,29418.701552391052
87,ave_roll_std_10,25780.80676651001,21368.479607582092,30026.06147956848,21535.552053451538,32498.55058670044,123346.86386013031
40,max_last_10000,25575.787954092026,38649.71502113342,9849.655109405518,170.12469863891602,109643.7163515091,36564.31959819794
16,count_big,25499.34344482422,0.0,22639.127984046936,28359.5589056015,52593.22978115082,36573.37909221649
6,kurtosis,25451.697940826416,29252.682369232178,23100.033588409424,25451.697940826416,35048.53253746033,10870.215987205505
59,Rstd_last_5000,25280.680413246155,233828.7764081955,25280.680413246155,1728.2615947723389,19228.21230697632,41891.75143814087
42,min_last_50000,25257.66050362587,42582.40240287781,16273.942118644714,79126.97356414795,18578.519205093384,5094.426713943481
10,abs_mean,25057.124344825745,57952.13676261902,6499.712603569031,4443.983402252197,35321.255838394165,32376.35819721222
124,q01_roll_mean_100,24552.81286382675,34915.24365615845,8927.475280761719,10923.142314910889,149992.0952129364,93013.61609363556
135,q01_roll_std_1000,24515.128211021423,112780.57719707489,24515.128211021423,1880.1611003875732,4800.161808013916,76615.57602500916
134,min_roll_std_1000,24412.1963917017,122038.89299488068,7337.813678741455,12209.779689788818,74403.89765930176,3191.8022966384888
103,q05_roll_mean_10,24261.32509613037,15364.452499389648,27226.949295043945,138073.618434906,2152.4508113861084,97610.12053394318
21,q01,24240.505524158478,1505.7581005096436,70553.189950943,61166.777462005615,17144.743267059326,10770.446020126343
81,MA_700MA_std_mean,23807.163358449936,9763.186332702637,37647.82845783234,3441014.306865692,16643.035396575928,23908.819321632385
79,MA_400MA_BB_high_mean,23555.789777755737,23555.789777755737,50304.76137638092,5454.1231899261475,39312.49366283417,6678.751479148865
31,avg_first_10000,23258.465613365173,91124.39605522156,4300.790991783142,8163.865119934082,23258.465613365173,134337.49402236938
88,std_roll_std_10,23064.595911026,23064.595911026,91122.37128639221,7822.933219909668,6017.456014633179,156197.22552394867
132,std_roll_std_1000,21302.014896392822,9508.69508934021,100477.39830684662,21302.014896392822,40237.07728481293,257.3175964355469
93,q95_roll_std_10,20951.14077782631,32561.621809005737,667.024003982544,22507.917402267456,181.19380378723145,83380.68329524994
89,max_roll_std_10,20453.56471157074,23531.81032180786,25081.112325668335,11785.12545967102,17375.319101333618,7285.0764055252075
77,exp_Moving_average_30000_mean,20044.208285808563,19278.92715549469,20809.489416122437,18358.020692825317,59150.80496311188,40553.37070465088
80,MA_400MA_BB_low_mean,19943.38491010666,19326.068408966064,20560.701411247253,2070.014705657959,97164.25188159943,58356.02451610565
151,av_change_rate_roll_mean_1000,18975.23767066002,22466.203855514526,3200.9633140563965,21555.949584960938,7529.777397155762,103874.38958263397
122,max_roll_mean_100,17857.28399372101,56551.098611831665,14384.528889656067,6291.236129760742,95102.37889575958,2605.524694442749
56,Imin,16300.869798660278,16300.869798660278,69204.12479782104,13635.499677658081,624.5388011932373,55210.87256526947
82,MA_700MA_BB_high_mean,15116.760272979736,15116.760272979736,9141.899391174316,115679.80256557465,50007.05339717865,954.1975116729736
102,q01_roll_mean_10,14666.410574913025,29811.47942352295,27159.004739761353,2173.8164100646973,97.19750022888184,244.20869636535645
12,abs_max,14600.054023742676,14600.054023742676,8659.491107940674,39577.14659500122,63705.70566654205,12954.542381286621
91,q01_roll_std_10,13642.996717453003,132864.3811531067,129.0403003692627,0.0,13642.996717453003,173957.9031009674
142,ave_roll_mean_1000,13171.344102859497,573.6001033782959,79100.23054218292,1131.8632011413574,25210.825004577637,27097.235803604126
112,min_roll_std_100,12603.219874382019,144146.49961471558,12603.219874382019,11128.402046203613,9646.599403381348,47675.547050476074
66,abs_trend,12512.916006088257,44103.85977077484,9401.57117843628,163.93679809570312,15624.260833740234,7581.230990409851
75,exp_Moving_average_300_mean,12043.065275907516,4715.787811279297,14485.491097450256,36755.38276672363,3193.6205883026123,69179.08124351501
8,median,11329.136107444763,0.0,11725.666980743408,10932.605234146118,63210.3361825943,81492.12867450714
119,abs_max_roll_std_100,9519.291887283325,3929.4396114349365,49566.95977020264,9519.291887283325,53588.3653717041,4195.81559753418
114,q05_roll_std_100,9051.39143371582,1780054.2365283966,6488.3640995025635,5209.180500030518,9051.39143371582,135579.54695415497
1,std,8050.058101654053,8050.058101654053,108069.3403263092,1157.5563926696777,4160.302995681763,85095.77461338043
62,Rmax_last_15000,6333.260908126831,84556.73060321808,0.0,3598.6646060943604,9067.857210159302,383.7628993988037
11,abs_std,6314.166679382324,8204.354486465454,3744.5105962753296,4423.978872299194,80365.66409492493,86445.89085102081
76,exp_Moving_average_3000_mean,5395.852298736572,8155.620311737061,137.02170181274414,1194.3584156036377,90030.79864883423,104007.60946941376
19,q95,5154.05685710907,864.5857906341553,404.0838985443115,113121.991522789,9443.527923583984,10684.674258232117
26,abs_q95,3739.831250190735,1134.9334983825684,4576.555593490601,2903.106906890869,85547.24665260315,192421.73285388947
