,feature,median,fold0,fold1,fold2,fold3,fold4
130,q05_roll_std_10,17915.24792289734,6407251.3798446655,20672.38723564148,15158.108610153198,8629.193759918213,5549.819190979004
66,kurtosis_last_10000,17694.995299577713,15319.706592559814,26586.182424545288,24820.86142063141,5511.733211517334,0.0
7,skew,17313.86302614212,19787.27202987671,0.0,20051.252848625183,2879.339900970459,58758.86441040039
128,min_roll_std_10,17260.112713336945,13718.601615905762,27884.646005630493,82049.8401145935,0.0,1335.368595123291
124,Hann_window_mean,17171.129300117493,0.0,72058.30600357056,17023.245000839233,17319.013599395752,28567.860383987427
181,std_roll_mean_1000,17117.7882232666,17117.7882232666,172377.0447845459,7761.116022109985,931.7268905639648,21462.26041316986
21,max_to_min_diff,17033.91296863556,10860.679016113281,72286.61350631714,17820.549570083618,16247.2763671875,33609.69390296936
147,ave_roll_std_100,17023.539712905884,2685.8631896972656,21802.76522064209,5302494.520765305,3470.582305908203,31313.247456550598
160,max_roll_mean_100,16857.960401296616,8866.54010772705,94155.34919071198,40832.22128200531,49.20859909057617,0.0
69,skew_first_10000,16791.17352294922,39915.50874328613,2916.2612133026123,17744.825061798096,4819.065380096436,15837.521984100342
0,mean,16734.074810028076,16734.074810028076,98203.37952804565,7112.958595275879,11893.755519866943,35475.30956745148
63,kurtosis_first_50000,16705.355354070663,10826.007698059082,66950.8451461792,18665.137906074524,1119.7541007995605,82142.45039081573
108,classic_sta_lta4_mean,16682.27858734131,16682.27858734131,25558.447156906128,912.4562969207764,9629.151809692383,40557.53603839874
42,avg_last_10000,16635.469397068024,34949.41718292236,22406.01208305359,7581.886501312256,997.6016960144043,10864.926711082458
144,av_change_abs_roll_mean_10,16500.090399742126,17092.39679336548,76873.717710495,495.57469749450684,543.2160034179688,15907.784006118774
150,min_roll_std_100,16300.753497123718,37795.374225616455,15763.279705047607,16838.22728919983,3215.1024856567383,5178.647891998291
156,av_change_rate_roll_std_100,16222.682488441467,8163.446002960205,59460.12123298645,31116.974082946777,12805.154933929443,0.0
28,q001,16173.508068561554,3160.0230827331543,66641.16512107849,20511.33639717102,6868.253604888916,31279.997047424316
77,mean_change_rate_first_10000,16059.35538816452,18353.549015045166,0.0,43694.88579368591,5971.459037780762,96564.99380111694
162,q01_roll_mean_100,16031.625142097473,22764.44342803955,8305.909175872803,17581.42628479004,1601.7752952575684,23250.515120506287
47,max_first_50000,15858.098455429077,4222.354824066162,18827.12151145935,12889.075399398804,4493272.122577667,61089.791858673096
174,q05_roll_std_1000,15822.739473342896,739437.6795692444,24775.09274673462,6870.386199951172,1229.996509552002,6025.995500564575
29,iqr,15701.627016067505,1941.68501663208,47729.36869239807,20288.274349212646,10739.30799484253,37528.1151599884
88,Rmean_last_15000,15685.45818901062,20842.665077209473,31085.75863647461,531.0444927215576,0.0,10528.251300811768
153,q95_roll_std_100,15568.803038597107,6648.204814910889,59557.82190322876,16495.88907432556,14641.717002868652,81182.03539848328
64,kurtosis_last_50000,15289.624794006348,15289.624794006348,39372.38010787964,3992.112724304199,53.813201904296875,127149.98416614532
115,exp_Moving_average_30000_mean,15123.763649702072,7449.154216766357,95922.76304244995,17681.966794013977,382.2166976928711,76290.53761482239
123,Hilbert_mean,15038.370637893677,12651.430416107178,32505.303483963013,8932.775493621826,17425.310859680176,56034.27090263367
106,classic_sta_lta2_mean,14993.358163833618,8651.646228790283,28990.22601699829,865.7984008789062,21335.070098876953,5937841.028683662
172,min_roll_std_1000,14922.135702133179,20789.71573638916,8273.594403266907,16431.228313446045,154.70989990234375,46453.55901622772
90,Rstd_last_15000,14914.594701766968,449.35880279541016,95293.25193214417,18063.629989624023,11765.559413909912,43915.52872180939
72,median_last_50000,14838.43370604515,40.90060043334961,99845.35249137878,39097.734263420105,10107.549980163574,1732.9281997680664
105,classic_sta_lta1_mean,14825.791988372803,14825.791988372803,57521.26970767975,1499.9894981384277,0.0,101391.68019580841
13,abs_min,14629.23013830185,0.0,67140.0014591217,30501.486715316772,14007.716918945312,1013.872802734375
177,av_change_abs_roll_std_1000,14613.780208587646,14613.780208587646,42319.391300201416,336.56690406799316,4641.0325927734375,44696.12668132782
68,skew_last_50000,14478.374797821045,14478.374797821045,28469.74657058716,0.0,115.5474967956543,64557.437282562256
190,abs_max_roll_mean_1000,14337.35997891426,5864.685134887695,39755.38451099396,78421.96806526184,3561.2025108337402,774.1292877197266
151,q01_roll_std_100,14175.02017211914,133249.08074188232,14175.02017211914,10278.567195892334,5972.1209144592285,31675.476036071777
139,min_roll_mean_10,13995.320875167847,3170.5365028381348,19309.633855819702,8681.007894515991,32525.864654541016,83465.08284664154
76,mean_change_rate_last_50000,13992.867500305176,13992.867500305176,40275.4829082489,0.0,25765.468936920166,6012.791013717651
102,Imin_last_15000,13932.531190633774,13586.871013641357,24319.039503097534,14969.511721611023,11567.194087982178,2557.7549896240234
62,mad_last_10000,13771.788917541504,13771.788917541504,29807.36983680725,120.50030136108398,487.6510925292969,73069.9942741394
183,min_roll_mean_1000,13729.049798250198,25103.102661132812,3598.5102100372314,17908.60959339142,12228.019134521484,717.566499710083
141,q05_roll_mean_10,13664.88585448265,1484.1748008728027,91042.80389690399,17725.1228723526,750.6341094970703,32244.816593170166
163,q05_roll_mean_100,13624.617097854614,43285.321269989014,0.0,13624.617097854614,8126.806907653809,79293.4944267273
98,Istd_last_15000,13229.877871513367,575.2917938232422,24904.619873046875,17448.07323074341,1272.0144958496094,57304.78367137909
1,std,13207.002884864807,422.03890228271484,94611.70095825195,48768.26602935791,75.47419738769531,1818.8533039093018
36,abs_q001,13088.57861328125,0.0,70752.46521377563,44732.70565414429,135.4156036376953,3810.8043994903564
185,q05_roll_mean_1000,12483.348950862885,7778.4896240234375,14051.6353931427,65348.82628440857,535.4731979370117,56362.1814622879
96,Imean_last_15000,12350.946077823639,20711.580799102783,2480.8199825286865,13015.997970581055,917.0802955627441,36487.38774108887
78,mean_change_rate_last_10000,12325.888046741486,10952.063091278076,54174.132776260376,12783.829698562622,3798.0652923583984,49016.25246143341
168,abs_max_roll_mean_100,12222.407282352448,1106.3557815551758,78437.51750087738,45346.86593055725,1218.2037086486816,417.3115997314453
20,max_to_min,12029.095568656921,19470.30281829834,0.0,12793.743621826172,4796.229393005371,69140.30326461792
110,Moving_average_1500_mean,12027.75499534607,9712.173194885254,1505.2334880828857,32608.304496765137,14343.336795806885,49827.979610443115
26,q05,11995.414603233337,0.0,20506.997423171997,8546.616409301758,25602.84833908081,15444.212797164917
16,abs_kurtosis,11577.798964977264,2141.615993499756,44908.36257362366,14723.1932888031,2080.203586578369,61485.40642738342
6,kurtosis,11576.855023384094,4115.76549911499,46949.60527801514,29755.843105316162,5750.201175689697,6217.905744552612
100,Imax_last_15000,11575.508393764496,13211.356197357178,6667.96498298645,41566.94788646698,2554.100399017334,20084.188177108765
131,q95_roll_std_10,11493.24616098404,4860.364482879639,13704.206720352173,25536.315181732178,820.3149948120117,16444.267917633057
94,Rmin_last_15000,11307.730217933655,433.2077980041504,83368.30057907104,14250.003480911255,8365.456954956055,28702.65619945526
51,min_first_50000,10983.50858449936,4728.338798522949,22513.847578048706,34789.0780248642,8345.92398071289,5824.7369956970215
99,Imax_last_5000,10830.282085418701,10830.282085418701,48468.261342048645,10325.72371673584,1711.901798248291,53347.94257545471
45,std_first_10000,10454.737483978271,10454.737483978271,86601.98521327972,3195.1242084503174,3022.921188354492,50941.494718551636
116,MA_400MA_std_mean,10423.8611536026,968.8837013244629,68.91690063476562,19878.838605880737,22097.032348632812,74331.40797519684
107,classic_sta_lta3_mean,10404.563110351562,10404.563110351562,72092.88900756836,2612.3128967285156,3442.9345321655273,16301.919910430908
86,Imin,10391.927518844604,1900.2205924987793,13222.496494293213,15200.820709228516,3596.2963256835938,22569.6980676651
132,q99_roll_std_10,10277.067657470703,3477.213611602783,41058.796002388,12543.68567276001,194.34380722045898,16955.365028381348
166,av_change_abs_roll_mean_100,10239.824330329895,16985.519748687744,87324.39150428772,680.5021076202393,2228.6770095825195,3494.128911972046
41,avg_first_10000,10227.2130484581,26931.967197418213,0.0,40696.98442745209,0.0,255.45069885253906
117,MA_400MA_BB_high_mean,10153.088024139404,8732.073902130127,29438.95599937439,23.790199279785156,11574.102146148682,21988.44696331024
175,q95_roll_std_1000,10138.165543556213,17019.790084838867,63434.23886489868,1411.7875022888184,1173.4514999389648,3256.5410022735596
32,abs_q99,10088.380269527435,1041.725700378418,34520.16255760193,29031.639394760132,5140.077991485596,1036.9631004333496
57,sum_first_10000,9894.656073093414,2234.5511894226074,17786.349336624146,19659.89101409912,1476.9650955200195,9778.861883163452
161,min_roll_mean_100,9542.035560846329,6264.122524261475,92769.85708808899,19375.77467060089,4395.648822784424,2250.99520111084
54,min_last_10000,9451.662847995758,12869.731388092041,5632.32292175293,1729.5005073547363,3064753.367462158,21338.05556488037
93,Rmin_last_5000,9294.202512741089,25105.068084716797,2382.5265941619873,9294.202512741089,6491.399005889893,12529.273275375366
146,abs_max_roll_mean_10,9263.483385562897,1170.4203033447266,22106.027784347534,11961.17107963562,372.0290985107422,2325851.7633342743
136,ave_roll_mean_10,9177.708703994751,223.05289840698242,26177.456292152405,9785.257698059082,8570.15970993042,24490.05747127533
149,max_roll_std_100,8959.224758386612,4130.558799743652,10568.780077934265,13078.338457107544,1650.10640335083,81999.4273929596
104,abs_trend,8910.026123523712,5301.496105194092,56882.072710990906,19735.616178512573,4594.041400909424,2535.5760040283203
56,sum_last_50000,8897.542972564697,2573.318675994873,1472.4104022979736,83240.36979484558,15221.767269134521,41912.53912830353
143,q99_roll_mean_10,8708.643051147461,8708.643051147461,125.73509979248047,16092.748947143555,16853.299808502197,8046.7199058532715
187,q99_roll_mean_1000,8684.653457641602,120262.3466796875,8684.653457641602,4110.246385574341,370.0854949951172,17197.00190639496
188,av_change_abs_roll_mean_1000,8672.30490064621,9911.205600738525,551.9977970123291,20069.033338546753,2565.356719970703,72837.46133899689
184,q01_roll_mean_1000,8667.198161125183,52662.81929016113,79.8390007019043,8667.198161125183,2145.6167068481445,50403.19486808777
46,std_last_10000,8662.406740188599,9899.893417358398,724.8763122558594,20915.671195983887,2668.3504943847656,11175.510074615479
133,av_change_abs_roll_std_10,8527.999388217926,9746.285015106201,2095.334897994995,32334.97347164154,4487.47843170166,24362.889991760254
19,mean_change_abs,8515.580512523651,2633.2969970703125,19444.665784835815,10476.34168434143,3333.17671585083,23301.94270324707
79,Rmean,8395.858736038208,12742.46619796753,6946.989582061768,33442.44909763336,864.9956016540527,3003.073703765869
12,abs_max,8290.384045600891,2222.754894256592,6223.914001464844,10356.854089736938,13390.9174118042,47830.666273117065
159,std_roll_mean_100,8269.480041503906,12653.398921966553,8269.480041503906,342.70130157470703,11763.946632385254,2090.6613159179688
24,q99,8257.024995803833,418.3504104614258,44372.29197502136,21063.7957572937,4212.785594940186,5772.9769077301025
74,median_last_10000,8094.99787902832,65.52200317382812,41145.532280921936,15982.445594787598,8094.99787902832,121.03479766845703
142,q95_roll_mean_10,8046.134843826294,20342.127471923828,409.3542995452881,28926.893511772156,306.0622100830078,835.6740837097168
173,q01_roll_std_1000,7940.358512878418,47457.66569900513,7940.358512878418,1220.6233978271484,6829.736576080322,27999.334117889404
101,Imin_last_5000,7772.247223854065,7870.175197601318,7478.463302612305,29993.57469367981,0.0,19267.835291862488
119,MA_700MA_std_mean,7603.116610527039,226.860595703125,8631.63369178772,6574.599529266357,649713.3365287781,261006.43269634247
103,trend,7467.782486915588,21542.468585968018,7467.782486915588,1354.8349018096924,0.0,19744.771406173706
134,av_change_rate_roll_std_10,7399.830607414246,10805.14001083374,61426.2647857666,3994.521203994751,632.9800033569336,3111.1502799987793
70,skew_last_10000,7363.053604125977,14554.447807312012,36842.4906578064,0.0,171.6594009399414,128.8463020324707
23,q999,7347.1885986328125,7347.1885986328125,117318.37879753113,92.72470092773438,337.5278968811035,35759.57482910156
50,max_last_10000,7082.1645250320435,7302.042137145996,6422.531688690186,53410.729743003845,1179.8940887451172,20948.807260513306
3,min,6961.106708526611,3201.1342964172363,13193.925724029541,6961.106708526611,9955.256057739258,4727.3342933654785
118,MA_400MA_BB_low_mean,6788.577428340912,2128.8861923217773,11799.107702255249,14597.7577085495,6613.157909393311,3398.276388168335
15,abs_mad,6769.457569122314,1813.1575164794922,7424.060718536377,37075.331095695496,6114.854419708252,93919.72058582306
111,Moving_average_3000_mean,6691.392517089844,6691.392517089844,48118.50545120239,1864.2584915161133,1736.5599975585938,126221.33374214172
122,MA_1000MA_std_mean,6603.591134548187,790.749397277832,39385.435720443726,19415.779317855835,3103.917911529541,1499.94429397583
25,q95,6275.501299858093,2626.7888984680176,73106.94484806061,16540.729900360107,1200.5328750610352,2967.243200302124
127,max_roll_std_10,6227.456901550293,3552.331298828125,8902.582504272461,3172.3467082977295,10059.320026397705,48502.17654418945
140,q01_roll_mean_10,6010.355182647705,6010.355182647705,69624.76483917236,2157.10791015625,6526.548305511475,1594.4961032867432
178,av_change_rate_roll_std_1000,5924.55991268158,6637.69367980957,3785.1586112976074,11980.939083099365,0.0,26266.259415626526
126,std_roll_std_10,5884.342888355255,2419.898609161377,15675.285348892212,43140.445180892944,2493.9624977111816,2721.093797683716
112,Moving_average_6000_mean,5731.218524932861,5731.218524932861,62211.13486671448,1448.4071960449219,7591.274173736572,295.6112976074219
59,mad_first_50000,5670.8184814453125,4526.879280090332,11595.375207901001,2030.7815990447998,6814.757682800293,21878.07946205139
48,max_last_50000,5662.838659286499,4519.918899536133,13515.981620788574,6043.811912536621,275.15679931640625,46088.109577178955
158,ave_roll_mean_100,5651.7177658081055,5073.304504394531,5844.522186279297,20772.580701828003,3511.2586059570312,89491.77736091614
92,Rmax_last_15000,5522.794458389282,8778.159912109375,89086.73880004883,473.354398727417,2267.4290046691895,85.29369735717773
152,q05_roll_std_100,5390.22579574585,2127729.870574951,5390.22579574585,1370.0198078155518,696.4712104797363,46343.43034362793
80,Rstd,5327.249836921692,6443.64875793457,4210.8509159088135,3164.813081741333,8906.828285217285,48385.61768436432
121,MA_700MA_BB_low_mean,4887.634839296341,1942.1101989746094,96913.43088912964,5869.4763860702515,1382.5653953552246,19000.157811164856
125,ave_roll_std_10,4829.001386642456,3977.8244018554688,7516.732807159424,4278.945289611816,5379.057483673096,17708.735275268555
5,mad,4605.650025844574,1736.069091796875,5562.177003860474,42417.28221511841,1464.395595550537,8426.782970428467
109,Moving_average_700_mean,4542.7592306137085,1626.4922065734863,142163.57902050018,3874.112768173218,5211.405693054199,5678.160308837891
114,exp_Moving_average_3000_mean,4270.189498901367,3624.9662895202637,15530.177005767822,2059.8811016082764,4915.412708282471,16730.845684051514
43,std_first_50000,4214.743948936462,5009.350784301758,3420.137113571167,2706.138210296631,22884.34365463257,91691.41337871552
37,abs_iqr,4095.3000984191895,4095.3000984191895,6794.559492111206,3947.995590209961,3485.5026092529297,67588.77517604828
60,mad_last_50000,4003.687867164612,4727.125629425049,3280.250104904175,709.8449058532715,5353.206108093262,604214.5782690048
8,median,3842.432695388794,0.0,5522.903886795044,2161.961503982544,22672.118606567383,109316.75851154327
4,sum,3558.881191253662,1649.1655807495117,17628.019687652588,3255.415699005127,3862.3466835021973,32406.12971019745
137,std_roll_mean_10,3516.597255706787,3382.72998046875,12268.217393875122,3918.1990814208984,53.04880142211914,154.89510345458984
14,abs_sum,3335.8332986831665,391.02308654785156,12254.374198913574,1684.6325969696045,4987.0340003967285,30586.870436668396
55,sum_first_50000,3270.34220123291,3424.712703704834,637.2551116943359,7673.0449295043945,3115.9716987609863,21367.81415939331
148,std_roll_std_100,3039.664659500122,894.2223968505859,80153.28483009338,96.92309951782227,5185.106922149658,68848.8999452591
186,q95_roll_mean_1000,2673.0023078918457,133170.50215911865,2673.0023078918457,1568.2134990692139,0.0,37888.983364105225
189,av_change_rate_roll_mean_1000,2424.2941856384277,2424.2941856384277,154.27599716186523,17816.28476333618,14070.94119644165,1667.5905990600586
120,MA_700MA_BB_high_mean,2272.4768867492676,2268.7960777282715,45617.94636821747,2283.519313812256,106.68299865722656,308.94790267944336
31,abs_q999,2265.7267990112305,2265.7267990112305,28661.5162525177,406.14269638061523,0.0,67507.63973903656
33,abs_q95,2101.124858856201,1010.1459045410156,2046.7344074249268,2155.5153102874756,4053.6193237304688,32467.31435585022
38,abs_ave10,1917.6557941436768,33793.86312484741,1917.6557941436768,772.8024101257324,1082.1992225646973,67428.99743556976
73,median_first_10000,1890.9659433364868,65.42359924316406,2680.8082962036133,1101.1235904693604,10290.200355529785,53384.16451072693
180,ave_roll_mean_1000,728.2252922058105,62.1609001159668,1089.6602897644043,366.7902946472168,1567.319694519043,25549.605526924133
179,abs_max_roll_std_1000,333.67975425720215,381.47829818725586,285.88121032714844,133.91489791870117,2337.4811935424805,9663.268794059753
