,feature,median,fold0,fold1,fold2,fold3,fold4
36,abs_q001,29.211549758911133,0.0,72.0333023071289,0.0,191.13209533691406,58.423099517822266
76,mean_change_rate_last_50000,29.063323974609375,77.502197265625,0.0,151.09100341796875,0.0,0.0
183,min_roll_mean_1000,28.95709991455078,188.59189987182617,0.0,57.91419982910156,0.0,0.0
131,q95_roll_std_10,27.306650161743164,0.0,0.0,535.1700973510742,54.61330032348633,308.168701171875
68,skew_last_50000,27.209449768066406,54.41889953613281,77.51399993896484,0.0,0.0,0.0
147,ave_roll_std_100,25.246000289916992,0.0,100.98400115966797,101.75659942626953,0.0,0.0
173,q01_roll_std_1000,22.14430046081543,604.0180130004883,0.0,44.28860092163086,0.0,0.0
166,av_change_abs_roll_mean_100,20.958099365234375,0.0,85.52660369873047,0.0,41.91619873046875,55.22760009765625
17,abs_skew,17.90839958190918,0.0,0.0,35.81679916381836,67.07450103759766,146.7240982055664
118,MA_400MA_BB_low_mean,16.890563011169434,135.12450408935547,0.0,0.0,69.28359985351562,0.0
50,max_last_10000,16.418649673461914,80.35970306396484,0.0,32.83729934692383,0.0,0.0
150,min_roll_std_100,16.311525344848633,130.49220275878906,0.0,0.0,62.34090042114258,0.0
51,min_first_50000,15.714949607849121,85.75800323486328,0.0,31.429899215698242,0.0,0.0
96,Imean_last_15000,15.294400215148926,0.0,104.8499984741211,61.1776008605957,0.0,0.0
184,q01_roll_mean_1000,14.284174919128418,114.27339935302734,0.0,0.0,50.17639923095703,0.0
61,mad_first_10000,12.046099662780762,0.0,51.549198150634766,48.18439865112305,0.0,0.0
103,trend,9.452237129211426,75.6178970336914,0.0,0.0,190.61180114746094,0.0
71,median_first_50000,9.30567455291748,0.0,325.4156036376953,37.22269821166992,0.0,0.0
8,median,8.360750198364258,0.0,56.86840057373047,33.44300079345703,0.0,0.0
7,skew,8.099775314331055,64.79820251464844,0.0,0.0,123.09500122070312,0.0
186,q95_roll_mean_1000,0.0,781.6650085449219,0.0,0.0,0.0,0.0
97,Istd_last_5000,0.0,122.71800231933594,0.0,0.0,0.0,55.52870178222656
162,q01_roll_mean_100,0.0,142.86760330200195,0.0,0.0,0.0,229.51199340820312
66,kurtosis_last_10000,0.0,197.2495002746582,0.0,0.0,0.0,368.2196960449219
83,Imean,0.0,197.44539642333984,0.0,0.0,0.0,80.29129791259766
102,Imin_last_15000,0.0,118.08599853515625,0.0,0.0,0.0,0.0
187,q99_roll_mean_1000,0.0,237.21060180664062,0.0,0.0,0.0,0.0
69,skew_first_10000,0.0,241.79240036010742,0.0,0.0,0.0,0.0
151,q01_roll_std_100,0.0,244.28399658203125,0.0,0.0,0.0,43.09980010986328
174,q05_roll_std_1000,0.0,254.86839294433594,0.0,0.0,0.0,149.0470962524414
88,Rmean_last_15000,0.0,260.15589904785156,0.0,0.0,0.0,43.034400939941406
165,q99_roll_mean_100,0.0,424.9449920654297,0.0,0.0,0.0,0.0
172,min_roll_std_1000,0.0,44.87369918823242,0.0,0.0,0.0,0.0
124,Hann_window_mean,0.0,0.0,0.0,0.0,0.0,55.765499114990234
110,Moving_average_1500_mean,0.0,239.83399963378906,0.0,0.0,0.0,0.0
108,classic_sta_lta4_mean,0.0,0.0,130.83729934692383,0.0,0.0,0.0
100,Imax_last_15000,0.0,61.332000732421875,0.0,0.0,0.0,0.0
23,q999,0.0,56.64509963989258,0.0,0.0,0.0,0.0
145,av_change_rate_roll_mean_10,0.0,98.76709747314453,0.0,0.0,0.0,193.1060028076172
177,av_change_abs_roll_std_1000,0.0,84.52680206298828,0.0,0.0,0.0,133.36700439453125
120,MA_700MA_BB_high_mean,0.0,0.0,0.0,84.68060111999512,0.0,0.0
116,MA_400MA_std_mean,0.0,0.0,92.01309967041016,0.0,0.0,0.0
47,max_first_50000,0.0,54.08420181274414,0.0,0.0,0.0,112.14900207519531
126,std_roll_std_10,0.0,0.0,0.0,0.0,0.0,0.0
45,std_first_10000,0.0,0.0,209.41799926757812,0.0,0.0,0.0
133,av_change_abs_roll_std_10,0.0,0.0,61.61479949951172,0.0,0.0,0.0
125,ave_roll_std_10,0.0,0.0,96.43800354003906,0.0,0.0,52.50630187988281
44,std_last_50000,0.0,90.45570373535156,0.0,0.0,0.0,29681.74709701538
89,Rstd_last_5000,0.0,136.99099731445312,0.0,0.0,0.0,2352.9499893188477
169,ave_roll_std_1000,0.0,0.0,0.0,0.0,0.0,219.6386947631836
38,abs_ave10,0.0,119.69100189208984,0.0,0.0,0.0,0.0
175,q95_roll_std_1000,0.0,0.0,141.61530303955078,0.0,0.0,108.97100067138672
113,exp_Moving_average_300_mean,0.0,0.0,0.0,58.77390098571777,0.0,0.0
170,std_roll_std_1000,0.0,0.0,0.0,0.0,0.0,120.39220428466797
176,q99_roll_std_1000,0.0,70.99490356445312,0.0,0.0,0.0,208.34500122070312
168,abs_max_roll_mean_100,0.0,0.0,70.41190338134766,0.0,117.10399627685547,0.0
167,av_change_rate_roll_mean_100,0.0,0.0,0.0,0.0,128.97849655151367,0.0
152,q05_roll_std_100,0.0,7466.0853271484375,0.0,0.0,0.0,54.176700592041016
134,av_change_rate_roll_std_10,0.0,0.0,83.45760345458984,0.0,0.0,0.0
115,exp_Moving_average_30000_mean,0.0,0.0,0.0,70.78339958190918,0.0,0.0
146,abs_max_roll_mean_10,0.0,0.0,0.0,0.0,76.54100036621094,81.83350372314453
121,MA_700MA_BB_low_mean,0.0,0.0,0.0,0.0,0.0,150.49509811401367
181,std_roll_mean_1000,0.0,0.0,0.0,186.68909454345703,0.0,0.0
182,max_roll_mean_1000,0.0,0.0,0.0,0.0,432.30938720703125,319.8957977294922
117,MA_400MA_BB_high_mean,0.0,0.0,0.0,0.0,0.0,0.0
119,MA_700MA_std_mean,0.0,0.0,0.0,0.0,42.473201751708984,0.0
31,abs_q999,0.0,0.0,0.0,0.0,0.0,0.0
185,q05_roll_mean_1000,0.0,0.0,0.0,0.0,114.38700103759766,4452.759384155273
109,Moving_average_700_mean,0.0,0.0,0.0,0.0,0.0,0.0
33,abs_q95,0.0,0.0,0.0,0.0,0.0,0.0
95,Imean_last_5000,0.0,0.0,0.0,0.0,0.0,0.0
153,q95_roll_std_100,0.0,0.0,0.0,3149.167640686035,0.0,0.0
189,av_change_rate_roll_mean_1000,0.0,0.0,0.0,0.0,0.0,0.0
149,max_roll_std_100,0.0,0.0,256.98580169677734,0.0,0.0,0.0
128,min_roll_std_10,0.0,0.0,0.0,115.73419570922852,0.0,0.0
156,av_change_rate_roll_std_100,0.0,0.0,285.7250061035156,0.0,0.0,73.48490142822266
140,q01_roll_mean_10,0.0,0.0,187.4134979248047,0.0,0.0,0.0
139,min_roll_mean_10,0.0,0.0,0.0,0.0,126.90399932861328,69.61840057373047
142,q95_roll_mean_10,0.0,0.0,0.0,0.0,84.88240051269531,0.0
157,abs_max_roll_std_100,0.0,0.0,0.0,0.0,53.64580154418945,0.0
161,min_roll_mean_100,0.0,0.0,0.0,0.0,0.0,0.0
144,av_change_abs_roll_mean_10,0.0,0.0,0.0,0.0,0.0,0.0
114,exp_Moving_average_3000_mean,0.0,0.0,0.0,0.0,0.0,0.0
42,avg_last_10000,0.0,62.85639953613281,0.0,0.0,0.0,0.0
81,Rmax,0.0,0.0,0.0,172.96560287475586,0.0,0.0
123,Hilbert_mean,0.0,0.0,85.6968002319336,0.0,217.972900390625,0.0
32,abs_q99,0.0,0.0,0.0,0.0,0.0,0.0
12,abs_max,0.0,0.0,0.0,0.0,0.0,132.20700073242188
171,max_roll_std_1000,0.0,0.0,0.0,30488.65753173828,0.0,358.1512985229492
27,q01,0.0,0.0,0.0,297.2251968383789,0.0,0.0
28,q001,0.0,0.0,0.0,0.0,105.04000091552734,0.0
29,iqr,0.0,0.0,0.0,46.27450180053711,0.0,0.0
30,ave10,0.0,0.0,0.0,109.59500122070312,216.4879913330078,0.0
154,q99_roll_std_100,0.0,0.0,0.0,0.0,0.0,122.70969772338867
24,q99,0.0,0.0,0.0,0.0,0.0,0.0
158,ave_roll_mean_100,0.0,0.0,0.0,72.62100219726562,99.84269714355469,0.0
54,min_last_10000,0.0,0.0,73.9542007446289,0.0,0.0,55.250701904296875
19,mean_change_abs,0.0,0.0,0.0,0.0,42328.35752868652,0.0
64,kurtosis_last_50000,0.0,0.0,143.1334991455078,0.0,0.0,0.0
15,abs_mad,0.0,0.0,0.0,0.0,0.0,0.0
72,median_last_50000,0.0,0.0,413.02098083496094,0.0,0.0,0.0
86,Imin,0.0,0.0,0.0,0.0,0.0,79.20539855957031
11,abs_std,0.0,0.0,0.0,0.0,127.22489929199219,68.9811019897461
9,mean_change_rate,0.0,0.0,0.0,0.0,1422.4055862426758,0.0
5,mad,0.0,0.0,0.0,97.54229736328125,105.00230026245117,0.0
4,sum,0.0,0.0,0.0,49.332401275634766,147.17470169067383,0.0
3,min,0.0,0.0,0.0,0.0,0.0,0.0
2,max,0.0,0.0,0.0,56.9822998046875,0.0,158.0859031677246
10,abs_mean,0.0,0.0,0.0,161.83099365234375,0.0,0.0
20,max_to_min,0.0,0.0,0.0,0.0,0.0,0.0
21,max_to_min_diff,0.0,0.0,88.83059692382812,0.0,0.0,0.0
79,Rmean,0.0,0.0,0.0,0.0,59.14509963989258,0.0
41,avg_first_10000,0.0,0.0,0.0,0.0,130.80999755859375,0.0
16,abs_kurtosis,0.0,0.0,0.0,0.0,0.0,63.31119918823242
39,avg_first_50000,0.0,0.0,97.8384017944336,0.0,0.0,0.0
